411,368
386,368
356,371
354,343
357,332
382,406
386,429
376,440
369,442
344,458
299,421
309,409
313,397
299,396
288,384
260,387
264,376
277,361
284,351
295,361
256,444
231,450
236,430
224,414
219,404
194,421
209,402
194,390
193,367
301,322
280,324
275,292
289,296
253,299
237,290
220,319
231,267
221,251
284,264
304,275
329,308
338,305
355,283
313,266
302,249
300,239
307,224
329,225
353,233
356,227
359,256
366,253
384,266
376,224
382,216
285,226
343,220
342,200
335,170
337,150
320,159
407,186
275,198
250,218
234,209
235,204
250,198
277,147
271,143
256,141
220,167
282,216
315,236
195,123
165,148
197,173
173,243
148,247
128,267
118,233
111,228
138,210
138,210
76,225
166,305
179,330
165,375
180,402
137,417
143,375
124,360
148,335
103,359
87,365
80,381
59,353
74,396
61,401
23,385
65,440
74,446
108,439
158,461
145,450
156,474
141,470
129,492
121,478
117,468
136,518
95,505
86,490
182,558
227,555
220,519
198,497
88,569
130,582
216,602
220,632
258,637
251,606
305,626
324,627
395,626
355,583
309,579
260,541
276,523
283,501
286,487
303,490
296,457
326,474
344,494
322,508
354,509
390,522
430,524
427,501
483,507
471,475
411,469
407,462
395,463
409,431
415,428
457,399
440,382
431,388
521,404
495,360
479,332
465,318
555,317
418,307
412,298
422,297
406,281
478,304
458,282
446,261
441,248
502,260
505,298
511,308
529,288
542,262
458,218
468,199
494,193
434,207
258,471
