265,240
258,259
255,227
202,227
202,157
258,169
283,158
292,178
297,183
303,206
323,211
327,203
343,183
311,168
325,147
316,139
365,160
396,132
394,127
345,108
313,109
356,95
263,99
280,76
337,73
348,61
372,75
399,82
417,89
402,60
223,263
319,245
361,236
367,207
389,202
391,187
410,162
411,149
419,124
463,130
432,177
402,204
380,223
442,216
406,228
427,219
428,212
446,227
469,72
465,109
490,121
528,122
569,151
591,143
627,167
526,143
534,156
530,162
538,177
559,193
555,200
522,191
517,194
510,196
484,164
497,171
477,185
602,180
593,191
609,204
610,221
586,239
564,238
570,249
537,228
494,231
453,188
462,203
461,209
456,244
481,247
491,256
493,263
517,236
535,244
538,253
541,274
536,266
525,273
588,271
614,285
620,287
587,289
565,291
444,252
428,251
411,248
405,238
397,252
414,268
448,266
462,276
466,271
475,271
471,274
511,265
431,267
432,288
467,302
477,301
507,306
501,317
534,302
533,309
557,299
574,322
572,333
574,346
588,375
629,382
630,369
637,362
604,340
600,350
607,320
544,374
557,387
535,365
518,359
501,336
503,322
463,334
482,336
497,346
454,342
480,364
432,350
444,360
420,333
417,344
450,392
497,382
508,386
379,270
360,272
391,295
430,275
324,273
338,286
357,331
356,301
379,310
358,352
369,380
337,381
309,356
306,345
308,369
318,302
326,286
299,290
454,297
466,315
587,404
589,422
581,424
587,448
585,481
537,449
534,429
515,443
485,447
484,469
460,475
449,434
416,400
426,389
425,428
413,429
404,406
542,509
481,521
432,520
429,505
400,560
433,490
423,461
376,434
373,452
364,417
374,399
369,395
321,411
313,440
293,443
283,366
263,375
250,378
223,363
244,347
235,331
221,309
210,314
198,342
211,298
177,349
183,277
683,263
666,284
650,323
664,353
