363,37
369,65
334,71
285,63
287,72
270,88
258,92
276,130
355,123
369,96
402,99
393,95
424,94
457,72
476,56
521,84
526,72
551,121
487,103
527,118
502,132
472,119
435,127
453,132
430,138
423,173
444,190
485,179
513,159
552,170
524,174
509,191
532,204
561,214
516,209
519,219
558,250
577,247
526,247
513,251
544,264
564,272
610,245
604,218
592,186
649,178
644,239
661,236
636,253
673,252
677,279
654,294
633,320
651,335
681,349
626,349
612,337
617,296
613,287
608,302
598,276
597,293
588,309
592,230
585,254
536,288
531,314
528,307
522,282
513,293
504,307
488,311
484,306
478,287
502,221
483,204
471,220
480,260
457,252
458,238
433,238
423,244
508,333
535,355
565,344
569,353
584,351
563,332
504,348
555,389
575,391
552,415
527,427
539,432
566,433
561,438
578,426
623,407
628,389
616,392
622,462
562,464
513,449
499,445
498,409
479,407
469,389
449,408
474,426
480,433
478,450
482,457
452,453
461,448
485,471
473,469
435,491
454,497
527,483
553,516
547,507
575,481
466,528
517,580
438,550
376,537
368,525
351,522
360,511
365,495
350,497
319,516
379,497
369,481
381,458
409,464
378,430
357,436
361,443
353,424
318,410
304,405
317,430
313,445
318,450
278,419
296,453
290,457
406,596
276,492
274,503
219,505
204,516
235,444
230,466
194,469
165,476
125,475
158,442
177,426
198,433
206,440
229,415
241,394
221,380
206,346
229,343
177,377
114,368
102,428
132,298
163,259
119,267
203,240
227,252
201,292
221,289
256,302
247,317
234,310
298,300
264,277
316,276
311,291
327,304
337,289
372,313
361,315
340,312
373,283
355,290
374,272
365,267
412,278
402,272
402,291
419,294
408,312
425,309
448,309
440,321
432,333
395,347
410,338
372,357
415,385
391,386
336,380
296,381
305,382
277,355
402,391
419,420
462,380
473,354
460,355
439,362
441,345
486,362
404,238
401,207
358,237
348,251
322,233
316,226
318,207
339,213
364,195
245,230
240,202
212,189
136,164
170,238
233,169
233,144
226,117
257,168
300,195
348,156
373,156
372,136
357,130
507,132
403,122
422,234
300,259
225,199
390,258
