298,700
265,699
297,657
304,670
330,657
312,616
296,622
237,633
240,653
236,659
205,679
140,631
183,596
206,601
222,595
104,566
98,536
145,570
172,560
165,556
202,558
233,565
242,575
247,574
261,567
293,563
292,604
363,640
354,627
386,625
401,613
399,649
374,677
422,652
469,637
481,628
493,624
484,592
476,601
454,595
444,578
399,588
374,582
357,591
354,580
383,560
335,594
336,583
333,575
261,549
256,538
264,509
249,537
281,535
304,538
296,525
305,524
310,545
327,526
314,488
306,481
299,469
272,472
274,466
276,481
281,497
283,511
258,476
245,490
229,513
215,547
220,523
197,525
221,478
181,480
152,467
140,495
185,446
206,446
208,466
242,427
249,397
258,421
275,437
301,449
322,469
324,477
332,479
350,484
359,486
343,463
361,503
375,471
385,475
381,461
411,490
430,520
419,530
404,527
388,516
407,541
411,536
439,540
450,544
472,538
491,519
465,535
503,544
475,567
498,570
511,573
481,586
438,610
448,600
512,532
538,542
553,533
529,505
457,506
469,504
435,495
440,485
450,495
474,487
474,466
502,459
485,456
508,440
531,449
546,450
569,470
557,400
539,434
529,397
467,407
461,401
448,405
455,415
442,420
541,337
536,354
515,324
496,331
475,337
501,278
474,274
483,259
421,258
409,257
423,224
367,227
364,223
359,244
368,273
332,260
312,252
338,288
330,302
376,293
377,303
376,327
391,301
401,300
403,310
395,316
400,348
404,345
423,347
428,352
425,368
417,375
452,368
449,332
439,308
472,362
376,434
401,434
412,440
435,450
419,415
399,416
427,412
381,399
380,385
376,363
373,345
358,368
354,349
345,357
321,367
333,383
337,390
354,395
349,403
332,406
321,401
290,413
348,424
351,440
360,458
331,434
334,444
297,375
232,394
220,394
205,363
207,372
240,350
255,335
279,341
294,343
272,313
272,321
286,311
277,299
296,299
257,293
261,280
245,253
251,246
199,268
203,241
199,282
178,284
190,328
135,317
111,311
153,302
165,259
143,256
176,228
214,209
256,199
287,194
303,198
288,222
180,385
141,395
140,372
126,382
81,342
88,402
114,417
163,351
191,305
175,294
87,478
245,549
188,535
410,383
415,650
