275,142
247,141
193,163
107,175
136,193
168,202
156,202
178,208
198,192
213,191
229,193
304,194
329,208
262,216
217,233
213,235
92,230
148,229
124,260
101,265
170,219
198,250
241,252
248,262
262,232
150,273
140,276
226,268
232,284
221,283
209,282
204,289
213,298
225,312
228,339
241,332
264,319
265,356
246,368
232,359
16,281
36,296
57,302
30,318
78,302
29,335
40,341
66,326
105,326
134,311
175,304
175,319
178,331
148,352
201,328
203,363
174,371
166,370
98,356
87,364
45,372
10,384
55,384
68,382
35,427
31,411
7,433
59,438
61,447
36,449
16,471
17,490
42,463
43,489
28,507
69,491
86,474
87,449
107,446
98,462
119,425
114,407
118,388
110,382
143,402
137,393
151,386
174,392
180,405
166,421
146,420
147,438
138,454
19,534
70,546
80,523
88,502
94,485
32,587
86,574
115,567
124,567
141,560
111,530
122,512
115,518
145,526
139,505
163,493
134,481
174,465
201,444
185,448
216,445
183,481
200,490
213,474
218,505
209,518
214,521
219,561
211,576
192,568
161,534
155,522
157,584
163,575
158,598
149,594
137,614
171,617
119,620
73,623
65,630
111,638
114,654
94,648
162,648
180,667
195,631
227,672
212,694
216,698
231,570
250,567
253,544
238,545
236,530
225,509
240,585
251,587
269,596
279,600
278,640
287,619
299,640
309,668
338,651
341,707
358,698
375,696
350,600
366,597
301,600
338,588
352,565
362,560
403,600
389,613
423,616
319,561
328,563
320,569
299,560
314,526
290,538
283,549
297,535
283,521
264,491
245,473
266,460
291,442
313,446
295,486
308,492
326,494
365,491
374,491
357,480
329,516
357,522
374,527
394,556
388,564
393,567
419,562
445,566
469,574
481,596
523,517
495,491
466,522
443,527
417,533
423,465
462,474
380,466
347,453
326,471
279,430
223,422
228,435
240,437
202,410
196,416
222,407
215,399
223,379
254,388
257,402
283,330
288,343
303,240
282,259
282,269
292,271
304,281
311,291
296,297
298,312
315,238
368,224
350,246
343,253
331,261
360,305
326,330
335,342
376,321
391,300
399,302
404,289
476,292
460,313
496,307
416,358
378,365
369,368
372,410
367,406
394,407
388,386
438,402
433,384
480,388
476,355
520,344
499,381
499,402
467,419
453,419
398,419
535,430
379,265
93,394
320,379
325,366
328,384
340,426
332,398
323,423
298,413
305,425
