348,592
365,574
343,554
328,556
329,595
307,588
296,594
261,590
280,533
334,523
372,516
317,496
282,480
292,461
222,566
202,528
229,508
214,503
253,483
267,452
249,461
244,445
187,456
126,515
156,478
113,485
120,423
85,378
103,366
155,408
166,399
186,410
179,398
202,405
203,394
187,360
174,356
201,357
185,369
177,376
137,356
146,342
151,320
220,335
161,297
177,305
122,297
129,293
99,268
106,301
62,335
56,331
87,302
121,252
118,258
125,231
60,240
71,227
98,220
91,192
97,187
118,188
113,169
93,154
144,161
164,179
204,142
188,143
225,171
244,198
192,204
172,192
183,224
199,222
218,231
233,234
233,226
247,228
266,239
263,266
281,258
306,257
228,268
213,269
218,284
250,296
272,330
253,336
276,363
289,334
305,323
299,314
336,325
341,330
361,322
326,291
361,298
385,315
383,336
375,356
352,372
402,373
407,350
442,333
445,327
495,356
528,377
536,404
479,425
485,430
450,451
456,485
427,505
422,483
420,478
389,451
391,435
438,457
435,528
396,408
493,307
473,306
470,268
458,272
408,273
397,271
377,262
353,244
340,259
366,281
340,266
393,301
396,295
430,250
419,243
450,233
456,239
468,233
481,244
429,223
421,202
434,184
429,169
442,178
449,190
465,179
477,192
483,179
507,192
525,199
543,194
539,189
559,235
574,260
534,260
580,256
597,269
600,288
612,307
566,305
537,299
518,341
568,354
580,139
559,152
527,138
531,116
540,90
498,79
469,98
479,127
496,136
506,166
450,162
389,143
380,174
441,100
410,106
381,98
369,78
384,68
363,109
350,164
343,166
331,111
290,100
297,87
285,77
273,75
258,74
263,83
238,77
241,51
237,63
204,48
185,61
232,79
221,111
239,126
178,110
150,85
142,100
102,134
257,181
259,176
256,160
274,170
275,189
287,194
237,209
274,208
285,210
284,219
334,198
314,199
329,194
384,252
371,219
370,192
380,191
307,373
306,385
330,403
279,401
272,384
344,407
310,418
307,445
368,425
350,232
392,269
308,166
279,143
280,175
285,159
283,12
316,37
325,47
348,65
399,19
446,30
437,66
443,80
573,419
568,444
262,95
239,260
189,292
177,275
215,429
345,467
