326,428
268,398
275,446
257,434
300,363
320,362
341,353
390,356
394,379
297,323
334,316
346,315
362,313
398,319
349,297
310,284
402,292
450,331
450,341
480,339
490,366
500,345
505,332
487,325
430,362
422,385
452,381
445,374
466,411
463,399
434,417
397,409
407,420
450,369
495,379
499,395
489,420
492,413
446,476
461,447
476,488
480,494
509,455
515,462
520,472
545,442
522,426
489,473
521,494
509,518
486,542
464,561
445,569
433,589
446,583
407,587
404,538
384,566
390,562
372,553
386,584
378,609
358,603
357,623
332,625
323,591
333,576
308,645
305,655
276,657
277,666
267,635
283,598
269,587
254,595
234,608
226,629
205,635
169,631
224,597
202,581
171,574
233,576
249,558
262,539
230,546
299,535
298,526
318,514
221,562
241,517
214,521
245,509
263,484
259,479
269,460
290,451
251,465
233,470
211,475
201,482
224,455
244,441
168,457
170,482
141,498
118,482
190,437
160,406
176,393
184,376
227,391
229,405
233,418
210,357
248,347
201,329
194,339
173,343
166,365
151,368
123,348
144,324
124,313
85,346
75,314
143,305
152,272
270,310
289,279
285,256
302,253
300,220
320,213
352,200
382,212
311,191
283,172
393,253
429,257
464,276
495,281
370,447
406,448
405,468
338,455
310,457
323,478
330,491
311,496
294,494
311,489
328,485
390,497
361,519
399,493
403,512
356,532
347,546
342,454
319,553
305,562
259,586
134,578
147,534
164,524
186,519
179,526
197,537
226,469
74,430
367,414
391,403
401,312
370,325
